Submitter Organization,County,Sub county,Ward,Vaccination Site(s),Latitude,Longitude,Vaccination Date,Species,Disease,Specify other disease,Total number vaccinated,Number of beneficiaries (HHs)
County Government,Narok,Narok West,Mara,Lemek,-1.099633,35.3893414,2025-02-03,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,197,2
County Government,Nakuru,Rongai,Soin,Morop,-0.2798391,36.0585894,2025-02-03,Chicken,Newcastle Disease (NCD),Unknown,200,1
County Government,Mombasa,Kisauni,Bamburi,Nivas,-4.0023946,39.702772,2025-02-03,Dogs,Parvovirus,Unknown,2,2
County Government,Makueni,Makueni,Kathonzweni,KATHONZWENI,-1.8137834,37.6268521,2025-01-12,Dogs,Parvovirus,Unknown,4,1
County Government,Kericho,Bureti,Chemosot,Kabartegan ,,,2025-02-03,Dogs,Rabies,Unknown,5,2
County Government,Narok,Narok West,Mara,Ng'oswani,-1.120828333333333,35.30326,2025-02-03,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2300,56
Unknown,Narok,Narok West,Mara,Ngosuani- Lemek,,,2025-02-03,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1500,50
County Government,Narok,Narok West,Mara,Unknown,-1.1933683,35.2492683,2025-02-03,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2015,56
County Government,Narok,Narok West,Mara,Ilchorroi -Laila,-1.04435,35.38257833333333,2025-02-04,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1389,27
County Government,Taita Taveta,Mwatate,Mwatate,Mgeno,-3.5124983333333337,38.47166333333333,2025-02-04,Cattle,Lumpy Skin Disease (LSD),Unknown,43,1
County Government,Narok,Transmara West,Angata Barikoi,Enkorika,-1.2317829,34.7932382,2025-01-31,Cattle,East Coast Fever(ECF),Unknown,80,1
County Government,Narok,Narok West,Mara,Inkutot,-0.9599766,35.3042664,2025-02-04,Dogs,Rabies,Unknown,3,3
County Government,Nyeri,Nyeri Town,Kamakwa/Mukaro,Subconscious ,-0.4348477,36.8843851,2025-02-04,Cattle,Anthrax,Unknown,6,1
County Government,Lamu,Lamu West,Hindi,Farm,-2.1513567,40.8960236,2025-02-04,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,100,1
County Government,Narok,Narok West,Mara,3,-1.0344627,35.3527771,2025-02-04,Dogs,Rabies,Unknown,10,10
County Government,Narok,Narok West,Mara,1,,,2025-02-04,Sheep,Other,Blue Tongue ,200,7
County Government,Nyeri,Nyeri Town,Kamakwa/Mukaro,Unknown,,,2025-02-04,Cattle,Lumpy Skin Disease (LSD),Unknown,18,1
County Government,Nyeri,Nyeri Town,Kamakwa/Mukaro,Unknown,,,2025-02-04,Cattle,Anthrax,Unknown,18,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-04,Cattle,Anthrax,Unknown,5,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-04,Cattle,Lumpy Skin Disease (LSD),Unknown,5,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,-0.4299012,36.8813595,2025-02-04,Dogs,Rabies,Unknown,1,1
County Government,Taita Taveta,Mwatate,Mwatate,Kipusi,-3.4674233333333326,38.38751166666667,2025-02-04,Dogs,Parvovirus,Unknown,1,1
County Government,Narok,Narok West,Mara,Laila,-0.949385,35.2675492,2025-02-04,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2000,15
County Government,Makueni,Kibwezi West,Makindu,Kanaani,,,2025-02-04,Chicken,Fowl Pox,Unknown,200,1
County Government,Nakuru,Rongai,Soin,Unknown,,,2025-02-04,Chicken,Newcastle Disease (NCD),Unknown,20,1
County Government,Tana River,Garsen,Kipini East,Unknown,-2.47479,40.49305666666667,2025-01-09,Chicken,Other,Fowl Typhoid ,100,1
County Government,Tana River,Garsen,Kipini East,Unknown,-2.4726616666666668,40.496555,2025-01-15,Dogs,Rabies,Unknown,3,1
County Government,Narok,Narok West,Mara,Unknown,-0.9856168,35.3118137,2025-02-04,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1500,20
County Government,Narok,Narok West,Mara,Enkerende,-1.0904716666666665,35.18324333333333,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,698,4
County Government,Narok,Narok West,Mara,Nkerende,-1.1024798,35.1686404,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1500,10
County Government,Narok,Narok West,Mara,Ilchambal1i,-0.9852514,35.3618829,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,900,14
County Government,Narok,Narok West,Mara,Ilchampai,-0.9852514,35.3618829,2025-02-05,Dogs,Rabies,Unknown,4,1
Unknown,Narok,Narok West,Mara,Ilchambai,-0.9738233,35.314215,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1100,15
Unknown,Narok,Narok West,Mara,Ilchambai,-0.9738233,35.314215,2025-02-05,Sheep,Other,Bluetongue ,127,5
Unknown,Narok,Narok North,Narok Town,Home,-1.1544517,35.751995,2025-01-29,Dogs,Parvovirus,Unknown,10,1
Unknown,Narok,Narok West,Mara,Crush,,,2025-02-03,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,346,6
Unknown,Narok,Narok West,Mara,Crush,,,2025-02-03,Sheep,Other,Blue Tongue,97,2
Unknown,Narok,Narok South,Ololulung'A,Crush,-1.1544533,35.7520583,2025-01-27,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,157,2
County Government,Narok,Narok West,Mara,Enkerende,-1.0907433333333332,35.18354333333333,2025-02-05,Dogs,Rabies,Unknown,5,2
County Government,Narok,Narok West,Mara,Enkerende,-1.0907266666666666,35.183546666666665,2025-02-05,Cats,Rabies,Unknown,2,1
County Government,Narok,Narok West,Mara,Enkerende,-1.090155,35.18360666666667,2025-02-05,Dogs,Rabies,Unknown,3,1
Unknown,Narok,Narok West,Mara,Ichambai,-0.9738233,35.314215,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1100,12
County Government,Narok,Narok West,Mara,Enkerende,-1.0973197,35.1676095,2025-02-05,Dogs,Rabies,Unknown,10,3
Unknown,Narok,Narok West,Mara,Laila,-0.9599766,35.3042664,2025-02-04,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1600,21
Unknown,Narok,Narok West,Mara,Laila,-0.9599766,35.3042664,2025-02-04,Sheep,Other,Bluetongue ,300,5
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-05,Cattle,Lumpy Skin Disease (LSD),Unknown,16,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-05,Cattle,Anthrax,Unknown,16,1
County Government,Narok,Narok West,Mara,Aitong,,,2025-02-05,Sheep,Other,Blue Tongue,157,5
County Government,Makueni,Makueni,Wote,Home Vaccination ,-1.8049516,37.6288483,2025-02-05,Dogs,Other,DHLP,4,1
County Government,Narok,Narok West,Mara,Aitong,-1.1929583502933383,35.25002857670188,2025-02-05,Dogs,Rabies,Unknown,2,1
County Government,Narok,Narok West,Mara,Aitong,-1.1932784,35.2505939,2025-02-05,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1800,36
County Government,Tana River,Galole,Chewani,Rebai Juu,0.0,0.0,2025-01-29,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,280,2
County Government,Garissa,Lagdera,Baraki,Kadhilash,0.3013749,39.3729512,2025-02-05,Sheep,Peste des Petit Ruminants (PPR),Unknown,1497,40
County Government,Nakuru,Rongai,Visoi,Unknown,-0.0906279,35.9303574,2025-02-06,Sheep,Enterotoxaemia,Unknown,13,1
County Government,Garissa,Lagdera,Baraki,Darusalam,0.3013749,39.3729512,2025-02-05,Goats,Peste des Petit Ruminants (PPR),Unknown,2394,40
County Government,Garissa,Fafi,Nanighi,Guyo,-0.9219583333333332,39.89052,2025-02-05,Goats,Peste des Petit Ruminants (PPR),Unknown,2100,36
County Government,Garissa,Fafi,Nanighi,Nanighi,-0.9263116666666666,39.88927,2025-02-06,Goats,Peste des Petit Ruminants (PPR),Unknown,2950,40
County Government,Narok,Transmara West,Kimintet,Emboliei-Emarti,-1.0905,35.145966666666666,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2750,36
County Government,Narok,Narok West,Mara,Emboliei,-1.092853,35.170015,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1600,15
Private,Lamu,Lamu West,Mkunumbi,Farm,-2.3806689,40.7017552,2025-02-06,Cattle,Black Quarter,Unknown,106,1
County Government,Makueni,Makueni,Wote,Home,-1.802861,37.6245232,2025-02-06,Chicken,Newcastle Disease (NCD),Unknown,100,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-06,Cattle,Lumpy Skin Disease (LSD),Unknown,4,1
County Government,Nyeri,Tetu,Dedan Kimanthi,Unknown,,,2025-02-06,Cattle,Anthrax,Unknown,4,1
County Government,Narok,Transmara West,Kimintet,Emarti,-1.0679593216627836,35.16512685455382,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,600,15
County Government,Narok,Transmara West,Kimintet,Emarti,-1.067941258661449,35.16514118760824,2025-02-06,Sheep,Other,Blue Tongue,30,1
Unknown,Narok,Transmara West,Kimintet,Ntulele,-1.1933245,35.2492156,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,500,9
County Government,Narok,Narok West,Mara,Ilchambai,-0.9738233,35.314215,2025-02-05,Sheep,Other,Blue Tongue ,200,4
County Government,Narok,Transmara West,Kimintet,Emboliei,,,2025-02-06,Sheep,Other,Bluetongue,250,5
County Government,Narok,Transmara West,Kimintet,Emboliei,-1.0596192,35.1507694,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,830,13
County Government,Narok,Transmara West,Kimintet,Olmeoshi,-1.0904516666666666,35.146011666666666,2025-02-06,Sheep,Other,Blue Tongue,321,2
County Government,Narok,Transmara West,Kimintet,Kimintet,-1.0905183333333333,35.14602166666667,2025-02-06,Sheep,Other,Bluevax,356,5
County Government,Narok,Transmara West,Kimintet,Emarti ,-1.0596192,35.1507694,2025-02-06,Sheep,Other,Blue Tongue ,350,7
County Government,Garissa,Lagdera,Baraki,Kathilash,0.33094,39.55352,2025-02-06,Sheep,Peste des Petit Ruminants (PPR),Unknown,1397,21
County Government,Garissa,Lagdera,Baraki,Kathilashi,0.33094,39.55352,2025-02-06,Goats,Peste des Petit Ruminants (PPR),Unknown,2194,21
Unknown,Narok,Transmara West,Kimintet,Mailolong,-1.1926469,35.0596362,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1900,21
County Government,Taita Taveta,Voi,Kaloleni,Msinga,-3.3903803,38.5872493,2025-02-06,Dogs,Rabies,Unknown,5,1
County Government,Narok,Transmara West,Kimintet,Emarti,-1.0678353114053607,35.165551230311394,2025-02-06,Dogs,Rabies,Unknown,1,1
Unknown,Narok,Transmara West,Kimintet,Ntulele,-1.0629532,35.1593617,2025-02-06,Sheep,Other,Blue Tongue ,802,22
Unknown,Narok,Transmara West,Kimintet,Olmerrumori,-1.1789172,35.1538627,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2330,26
Unknown,Narok,Transmara West,Kimintet,Olmerrumori,-1.1592729,35.1634857,2025-02-06,Cattle,Other,Bluetongue ,867,21
County Government,Taita Taveta,Mwatate,Chawia,Alia,-3.4268743,38.3262879,2025-02-06,Sheep,Sheep Pox,Unknown,95,2
County Government,Taita Taveta,Mwatate,Chawia,Alia,-3.4268743,38.3262879,2025-02-06,Goats,Goat Pox,Unknown,100,2
Unknown,Narok,Transmara West,Kimintet,Mailolong,-1.1926469,35.0596362,2025-02-06,Sheep,Other,Bluetongue ,756,10
County Government,Narok,Transmara West,Kimintet,Oloisukut/osero,,,2025-02-07,Sheep,Other,Blue Tongue,100,3
County Government,Taita Taveta,Mwatate,Chawia,Alia,-3.4268743,38.3262879,2025-02-06,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,100,2
County Government,Tana River,Galole,Chewani,Ghalamani ,,,2025-02-06,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,213,2
County Government,Tana River,Galole,Chewani,Ghalamani ,-1.4138269,40.0148773,2025-02-06,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,215,2
County Government,Taita Taveta,Wundanyi,Werugha,Saghasa,-3.3816256,38.3332031,2025-02-03,Dogs,Rabies,Unknown,4,1
County Government,Taita Taveta,Wundanyi,Wundanyi/Mbale,Wumdanyi Boma,-3.4043651,38.3655571,2025-02-03,Dogs,Rabies,Unknown,1,1
County Government,Narok,Transmara West,Kimintet,Pusanki Crush,-1.2340107,34.9756372,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2000,20
County Government,Narok,Transmara West,Kimintet,Osero Village ,-1.144782,35.044699,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,36,1
Unknown,Narok,Transmara West,Kimintet,Kirindon,-1.0305442,35.0957574,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,450,6
County Government,Narok,Transmara West,Kimintet,Pusanki,-1.1799366666666666,34.963215,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,256,3
County Government,Garissa,Balambala,Saka,Ilanley,-0.1095916666666666,39.24328,2025-02-07,Goats,Peste des Petit Ruminants (PPR),Unknown,32100,22
County Government,Garissa,Balambala,Saka,Hadley,-0.1111216666666666,39.246498333333335,2025-02-06,Goats,Peste des Petit Ruminants (PPR),Unknown,1756,19
County Government,Garissa,Balambala,Saka,Qabobey,-0.1204366666666666,39.29073166666667,2025-02-07,Goats,Peste des Petit Ruminants (PPR),Unknown,1869,16
County Government,Garissa,Fafi,Nanighi,TaqalA/B,-0.8239416666666667,39.853721666666665,2025-02-07,Goats,Peste des Petit Ruminants (PPR),Unknown,4120,50
County Government,Nakuru,Rongai,Soin,Unknown,,,2025-02-07,Cats,Animal bites,Unknown,1,1
County Government,Narok,Transmara West,Kimintet,Kirinton,-1.1625604,35.157987,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1050,38
County Government,Narok,Transmara West,Kimintet,Pusanki,-1.2325846,34.9880358,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1000,30
County Government,Narok,Transmara West,Kimintet,Kirindon,-1.1625309,35.1600491,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,847,13
Unknown,Narok,Transmara West,Kimintet,Farm,-1.0679633333333334,35.16526833333333,2025-02-06,Sheep,Other,Blue Tongue,800,30
Unknown,Narok,Transmara West,Kimintet,Farm,-1.0679583333333331,35.165128333333335,2025-02-06,Dogs,Rabies,Unknown,10,6
Unknown,Narok,Transmara West,Kimintet,Crush,-1.17982,34.96326,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,700,14
County Government,Busia,Matayos,Bukhayo West,Home,,,2025-02-10,Dogs,Rabies,Unknown,7,1
Unknown,Narok,Transmara West,Kimintet,Farm,-1.0679683333333334,35.165108333333336,2025-02-06,Cattle,East Coast Fever(ECF),Unknown,1300,50
County Government,Lamu,Lamu West,Hindi,Farm,-2.236835,40.860636,2025-02-07,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,75,1
County Government,Narok,Transmara West,Kimintet,Crush,,,2025-02-07,Sheep,Other,Blue Tongue,450,7
County Government,Narok,Transmara West,Kimintet,Crush,,,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,950,10
County Government,Narok,Transmara West,Kimintet,Crush,,,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2400,26
County Government,Narok,Transmara West,Kimintet,Unknown,,,2025-02-06,Sheep,Other,Blue Tongue,800,7
County Government,Narok,Narok West,Mara,Crush,,,2025-02-05,Dogs,Rabies,Unknown,10,2
County Government,Narok,Transmara West,Kimintet,Pusanki,-1.2149039,35.053155,2025-02-07,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1000,21
Private,Kakamega,Ikolomani,Idakho East,Shangolole,0.18113,34.75875,2025-02-08,Cats,Rabies,Unknown,4,1
Private,Kakamega,Ikolomani,Idakho East,Shangolole,0.1859781,34.7587144,2025-02-08,Dogs,Rabies,Unknown,1,1
County Government,Narok,Narok West,Mara,Enkikuei ,-1.2530583333333332,35.102981666666665,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2650,8
County Government,Narok,Narok West,Mara,Mararianda,-1.218701186589897,35.082036294043064,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,151,3
County Government,Narok,Transmara West,Kimintet,Ntulele,-1.2498622,35.0255647,2025-02-06,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,2300,45
County Government,Narok,Narok West,Mara,Mararianta,-1.2161807,35.0579157,2025-02-08,Sheep,Other,Bluetaque,500,8
County Government,Narok,Narok West,Mara,Enkikwei,-1.2530141,35.1029941,2025-02-08,Sheep,Other,Blue Tongue ,100,1
County Government,Narok,Narok West,Mara,Enkikwei,-1.2531541,35.1032034,2025-02-08,Sheep,Other,Blue Tongue ,100,1
County Government,Garissa,Fafi,Nanighi,Abaqdera,-0.7860116666666667,39.84806666666667,2025-02-08,Goats,Peste des Petit Ruminants (PPR),Unknown,3950,48
County Government,Narok,Narok West,Mara,Mararianda ,-0.9378948,35.2019666,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1200,3
County Government,Narok,Narok West,Mara,Mara Rianta,-1.2202187,35.0527542,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1200,5
County Government,Narok,Narok West,Mara,Mararianda,-1.218699594028294,35.082329073920846,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,1200,5
County Government,Narok,Narok West,Mara,Enkikuei,-1.2559281,35.0179914,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,3057,14
County Government,Narok,Narok West,Mara,Ekikui ,-1.2432047,35.0069745,2025-02-08,Cattle,Trypanosomiasis,Unknown,2,1
Unknown,Narok,Narok West,Mara,Enkikwei,-1.256825,35.122925,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,3157,14
Unknown,Narok,Narok West,Mara,3057,-1.1856986,35.1631421,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,3057,14
County Government,Narok,Narok West,Mara,Enkuwei,,,2025-02-08,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,3157,14
County Government,Garissa,Lagdera,Maalimin,Wayamajibril ,0.36258,39.16585,2025-02-07,Goats,Peste des Petit Ruminants (PPR),Unknown,3108,46
County Government,Garissa,Lagdera,Maalimin,Wayamajibril,0.36258,39.16585,2025-02-07,Sheep,Peste des Petit Ruminants (PPR),Unknown,1554,48
County Government,Garissa,Lagdera,Baraki,Faan,0.33094,39.55352,2025-02-08,Sheep,Peste des Petit Ruminants (PPR),Unknown,1567,33
County Government,Garissa,Lagdera,Baraki,Faan,0.33094,39.55352,2025-02-08,Goats,Peste des Petit Ruminants (PPR),Unknown,2534,33
County Government,Kericho,Belgut,Cheptororiet/Seretut,1,,,2025-02-11,Dogs,Rabies,Unknown,34,20
County Government,Narok,Narok West,Siana,Oloosek,-1.6033712,35.3807366,2025-02-09,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,700,2
County Government,Narok,Narok West,Siana,Oloosek,-1.6033712,35.3807366,2025-02-09,Dogs,Rabies,Unknown,8,3
County Government,Taita Taveta,Voi,Ngolia,Wongonyi,-3.2812164,38.4309273,2025-02-08,Chicken,Newcastle Disease (NCD),Unknown,429,5
County Government,Garissa,Fafi,Nanighi,Kamuthe,-0.7326,39.83385166666667,2025-02-09,Goats,Peste des Petit Ruminants (PPR),Unknown,4200,40
County Government,Nakuru,Rongai,Soin,Unknown,-0.111441,35.9446535,2025-02-09,Sheep,Enterotoxaemia,Unknown,83,1
County Government,Taita Taveta,Voi,Kaloleni,Kaloleni,-3.3960483333333333,38.584495,2025-02-08,Dogs,Rabies,Unknown,3,1
County Government,Taita Taveta,Voi,Mbololo,Vindo,-3.42083,38.509083333333336,2025-02-08,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,32,1
County Government,Narok,Narok North,Narok Town,Lenana,-1.0733361,35.8714433,2025-02-10,Chicken,Fowl Pox,Unknown,150,150
County Government,Narok,Narok North,Narok Town,Lenana,-1.0741696,35.8705903,2025-02-10,Goats,Peste des Petit Ruminants (PPR),Unknown,18,18
Unknown,Narok,Narok North,Narok Town,Ntimama Farm,-1.0595216666666665,35.864308333333334,2025-02-10,Cattle,Lumpy Skin Disease (LSD),Unknown,200,2
County Government,Taita Taveta,Taveta,Mboghoni,Eldoro ,-3.4771283333333334,37.683325,2025-02-07,Chicken,Infectious Bursai Disease (Gumboro),Unknown,80,2
County Government,Narok,Narok West,Mara,Enkikuei,-1.3276326,35.1720768,2025-02-08,Sheep,Other,Bluetongue,300,6
County Government,Taita Taveta,Mwatate,Bura,Runda,-3.498377,38.3164077,2025-02-10,Dogs,Rabies,Unknown,2,2
County Government,Garissa,Garissa Township,Waberi,Livestock Market,-0.441331,39.660841,2025-02-06,Cattle,Foot and Mouth Disease (FMD),Unknown,200,5
County Government,Garissa,Garissa Township,Iftin,GoK Farm,-0.465139,39.637506,2025-02-10,Cattle,Contagious Bovine Pleuropneumonia (CBPP),Unknown,80,40
County Government,Garissa,Garissa Township,Iftin,GoK Farm,-0.465139,39.637506,2025-02-10,Cattle,Foot and Mouth Disease (FMD),Unknown,80,40
County Government,Garissa,Lagdera,Baraki,Biyowbombi ,0.62674,39.70937,2025-02-09,Sheep,Peste des Petit Ruminants (PPR),Unknown,1191,29
County Government,Garissa,Lagdera,Baraki,Biyowbombi ,0.62674,39.70937,2025-02-09,Goats,Peste des Petit Ruminants (PPR),Unknown,1782,29
County Government,Garissa,Lagdera,Baraki,Languyata,0.37657,39.34867,2025-02-10,Sheep,Peste des Petit Ruminants (PPR),Unknown,1255,30
County Government,Garissa,Lagdera,Baraki,Languyata,0.37657,39.34867,2025-02-10,Goats,Peste des Petit Ruminants (PPR),Unknown,2110,30
County Government,Kakamega,Malava,Butali/Chegulo,Makhwabuye Village ,0.4544921,34.8339584,2025-02-11,Dogs,Rabies,Unknown,2,1
County Government,Nyeri,Nyeri Town,Kiganjo/Mathari,Unknown,,,2025-02-11,Dogs,Rabies,Unknown,7,1
County Government,Trans Nzoia,Kwanza,Kwanza,Ngenge Dip,1.1783554,35.014732,2025-02-11,Cattle,Foot and Mouth Disease (FMD),Unknown,151,40
County Government,Trans Nzoia,Kwanza,Kwanza,Ngenge Cattle Dip,1.1783554,35.014732,2025-02-11,Dogs,Rabies,Unknown,5,4
County Government,Trans Nzoia,Kwanza,Kwanza,Ngenge Cattle Dip,1.1783554,35.014732,2025-02-11,Sheep,Foot and Mouth Disease (FMD),Unknown,5,2
County Government,Trans Nzoia,Kwanza,Kwanza,Ngenge ,1.1784678,35.0148545,2025-02-11,Cattle,Foot and Mouth Disease (FMD),Unknown,33,9
County Government,Trans Nzoia,Kwanza,Kwanza,Koros 2,1.1619054,35.0131717,2025-02-11,Cattle,Foot and Mouth Disease (FMD),Unknown,356,61
County Government,Trans Nzoia,Kwanza,Kwanza,Koros,1.1592071,35.0126758,2025-02-11,Dogs,Rabies,Unknown,40,25
County Government,Trans Nzoia,Kwanza,Kwanza,Koros 3,1.1331369,35.0200569,2025-02-11,Cattle,Foot and Mouth Disease (FMD),Unknown,395,91
County Government,Trans Nzoia,Kwanza,Kwanza,Koros 3,1.1391562,35.0154608,2025-02-11,Dogs,Rabies,Unknown,49,33
County Government,Narok,Narok North,Nkareta,Nairasirasa,-1.017468,35.785149,2025-02-11,Sheep,Peste des Petit Ruminants (PPR),Unknown,215,2
