Date of Report,Longitude,Latitude,County,Sub-County,Ward,Village,Animals Affected,Signs of Disease,Total Number of Animals in the herd,Number Sick,Number Dead
2026-07-20,40.242299,3.3955976,Mandera,Mandera West,Lagsure,Affalo ,Sheep,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",53,21,13
2026-07-19,40.2397435,3.4080359,Mandera,Mandera West,Lagsure,Awacho Sambur ,Cattle,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Bloody Faeces, Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",52,15,5
2026-07-23,40.2397435,3.4080359,Mandera,Mandera West,Lagsure,Angule ,Chicken,"[Sudden Death (Kifo cha ghafla), Nasal discharges (Makamasi), Discoloured Faeces, Diarrhoea (Kuhara), Loss of weight, Soft shelled eggs, Swollen wattles and comb]",58,25,17
2026-07-23,39.6732634,-0.4965766,Garissa,Garissa Township,Iftin,Bouralgy ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",182,25,4
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Nasal discharges (Makamasi)]",150,15,5
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",100,21,3
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Camel,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Aggressiveness (Ukali), Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi)]",200,20,5
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Cattle,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Wounds on Legs & mouth]",80,13,2
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",120,10,3
2026-07-24,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",100,9,2
