Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2026-03-29,2026-03-29,Kwale,Matuga,Tsimba Golini,Village/Farm,Goats,Extensive,No,0,0,0,Clinical,0,0,"[Treatment, Vector Control]",39.4551614,-4.1659924,2
2026-03-28,2026-03-18,Samburu,Samburu West,Lodokejek,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],36.7615812,0.935407,123
2026-03-31,2026-03-28,Kwale,Matuga,Tiwi,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.5089154,-4.203432,1
2026-04-01,2026-03-31,Busia,Matayos,Bukhayo West,Village/Farm,Cattle,Intensive,No,0,0,Pink Eye Disease ,Clinical,0,0,[Treatment],0.0,0.0,1
2026-03-31,2026-03-30,Busia,Matayos,Bukhayo West,Village/Farm,Dogs,Intensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.1500308,0.4534958,5
2026-03-31,2026-03-30,Busia,Teso South,Chakol North,Village/Farm,Cattle,Extensive,No,0,0,Traumatic Disease ,Clinical,0,0,[Treatment],34.1500302,0.4534967,1
2026-03-31,2026-03-31,Busia,Teso South,Amukura East,Village/Farm,Pigs,Mixed,Yes,0,1,Enterotoxaemia,Post Mortem,0,0,"[Treatment, Quarantine, Stamping Out, Isolation]",34.2709906,0.56116,1
2026-03-25,2026-03-25,Makueni,Makueni,Wote,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2026-04-01,2026-03-31,Makueni,Kibwezi West,Kikumbulyu South,Village/Farm,Goats,Unknown,No,0,0,Pneumonia,Clinical,0,0,[Treatment],37.9481639,-2.3995288,1
2026-03-31,2026-03-30,Busia,Matayos,Bukhayo West,Village/Farm,Cattle,Intensive,No,0,0,Hypocalcemia ,Clinical,0,0,[Treatment],34.1500301,0.4534959,1
2026-04-01,2026-04-01,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.4836605,-4.1675882,1
2026-03-30,2026-03-25,Elgeyo/Marakwet,Marakwet West,Sengwer,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Quarantine]",0.0,0.0,1
2026-01-30,2025-12-31,Baringo,Baringo South,Marigat,Village/Farm,Goats,Extensive,Yes,0,12,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,300,"[Treatment, Vaccination, Quarantine]",36.2805391,0.4616173,123
2026-04-01,2026-03-30,Nyandarua,Kipipiri,Geta,Village/Farm,Cattle,Unknown,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.56108333333334,-0.3882199999999999,1
2026-04-01,2026-03-31,Kwale,Lungalunga,Pongwe/Kikoneni,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,20,0,[Treatment],39.3859346,-4.6425854,1
2026-04-01,2026-03-31,Makueni,Makueni,Nzaui/Kilili/Kalamba,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,4,[Treatment],37.5370504,-1.947699,1
2026-04-01,2026-03-31,Makueni,Kibwezi West,Kikumbulyu South,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],38.1191595,-2.3311523,1
2026-04-01,2026-03-28,Baringo,Baringo South,Marigat,Village/Farm,Cattle,Extensive,Yes,0,0,Plant Poisoning,Clinical,0,0,[Treatment],35.7446919,0.4922696,1
2026-02-10,2026-02-10,Siaya,Alego Usonga,South East Alego,Village/Farm,Cattle,Extensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Vaccination, Quarantine]",34.1248534,-0.0544472,5
2026-04-01,2026-04-01,Kwale,Lungalunga,Pongwe/Kikoneni,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.29539407129343,-4.532143206331702,23
2026-04-01,2026-03-29,Nyandarua,Ol Jorok,Gatimu,Village/Farm,Cattle,Mixed,No,0,1,Anthrax,Clinical,0,0,[Vaccination],36.3865365,0.0296917,1
2026-04-01,2026-03-30,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Unknown,Yes,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.50642333333334,-0.307895,1
2026-04-01,2026-03-31,Siaya,Alego Usonga,Central Alego,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2026-04-01,2026-04-01,Kwale,Lungalunga,Vanga,Village/Farm,Goats,Mixed,No,0,0,Heart Water,Clinical,0,0,[Treatment],39.1798866,-4.5248906,1
2026-04-01,2026-02-28,Garissa,Garissa Township,Galbet,Village/Farm,Goats,Extensive,No,0,12,Peste des Petit Ruminants (PPR),Clinical,0,0,[No Action],39.6713286,-0.4139191,9
2026-03-31,2026-03-31,Makueni,Makueni,Kathonzweni,Market,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Isolation],37.7285475,-1.9095512,2
2026-04-01,2026-04-01,Kwale,Lungalunga,Pongwe/Kikoneni,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,9,[Treatment],39.29559326117776,-4.532094416971179,1
2026-04-01,2026-04-01,Makueni,Makueni,Kathonzweni,Village/Farm,Goats,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],37.701775,-1.909379,30
2026-04-01,2026-03-30,Kwale,Kinango,Ndavaya,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.1678598,-4.2575636,1
2026-03-29,2026-03-27,Vihiga,Vihiga,Mungoma,Village/Farm,Cattle,Mixed,No,0,0,Sinusitis,Clinical,0,0,[Treatment],34.668542,0.0322536,1
2026-04-01,2026-03-31,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Unknown,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.55069333333334,-0.3584366666666667,1
2026-04-01,2026-03-31,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.3150976,-0.3443852,1
2026-04-01,2026-04-01,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",36.1886465,-0.3720647,1
2026-04-01,2026-03-31,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.1900036,-0.3565915,1
2026-03-26,2026-03-24,Bungoma,Kanduyi,Khalaba,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.5568191,0.5491441,1
2020-04-01,2026-03-31,Bungoma,Kanduyi,Musikoma,Village/Farm,Cattle,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],34.5464106,0.5221167,1
2026-03-26,2026-03-26,Turkana,Turkana Central,Kanamkemer,Village/Farm,Dogs,Extensive,No,0,1,Parvovirus,Clinical,0,0,[Treatment],35.606775,3.0898733,2
2026-03-26,2026-03-26,Turkana,Turkana Central,Kanamkemer,Village/Farm,Chicken,Extensive,No,0,6,Infectious Bursai Disease (Gumboro),Clinical,0,0,[Treatment],35.606775,3.0898733,23
2026-04-01,2026-04-01,Kwale,Matuga,Waa,Village/Farm,Cattle,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.6000228,-4.1981881,2
2026-03-24,2026-03-24,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.4655762,-4.1629303,1
2026-04-01,2026-04-01,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,Mange,Clinical,0,0,[Treatment],39.4729698,-4.1655106,1
2026-03-26,2026-03-27,Kwale,Matuga,Tsimba Golini,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.5580396,-4.1916012,1
2026-04-01,2026-04-02,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.4743112,-4.1669718,2
2026-04-02,2026-04-02,Makueni,Kaiti,Ilima,Abattoir,Goats,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],37.4266121,-1.8458239,0
2026-03-31,2026-04-01,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",39.4729698,-4.1655106,1
2026-04-01,2026-04-02,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.4951796,-4.1394214,1
2026-04-01,2026-04-02,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],39.4951796,-4.1394214,1
2026-04-02,2026-03-28,Kwale,Kinango,Ndavaya,Village/Farm,Cattle,Intensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Treatment],39.1603826,-4.1057786,1
2026-04-02,2026-03-31,Kwale,Kinango,Ndavaya,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.2039332,-4.2785877,2
2026-04-02,2026-04-02,Nyandarua,Kinangop,Gathara,Village/Farm,Cattle,Mixed,No,0,0,Floathy Bloat,Clinical,0,0,[Treatment],36.6213699,-0.6865983,1
2026-04-01,2026-04-02,Kwale,Matuga,Tsimba Golini,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.4951796,-4.1394214,4
2026-04-02,2026-04-02,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Sheep,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],36.263593,-0.169055,0
2026-04-02,2026-04-02,Kwale,Lungalunga,Vanga,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",39.15439097067253,-4.527838717631942,0
2026-03-28,2026-03-28,Nyandarua,Kinangop,Engineer,Village/Farm,Cattle,Mixed,No,0,0,Enterotoxaemia,Clinical,0,0,[Treatment],36.6169841,-0.6794665,1
2026-04-01,2026-04-01,Makueni,Kibwezi East,Thange,Village/Farm,Cattle,Unknown,Yes,0,3,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",38.0229242,-2.5319748,5
2026-04-02,2026-03-28,Nakuru,Gilgil,Mbaruk/Eburu,Abattoir,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Vector Control],0.0,0.0,1
2026-03-30,2026-03-29,Lamu,Lamu West,Bahari,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Vaccination]",40.5583867,-2.4251633,5
2026-04-02,2026-04-02,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.2442699,-0.1686242,1
2026-04-02,2026-04-02,Makueni,Kibwezi East,Masongaleni,Village/Farm,Goats,Unknown,Yes,0,2,Helminthiasis,Clinical,0,0,"[Treatment, Other]",38.0897538,-2.4188246,39
2026-04-02,2026-04-01,Kisumu,Seme,Central Seme,Village/Farm,Sheep,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.5254094,-0.1098803,4
2026-03-31,2026-03-01,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Cattle,Mixed,No,0,0,Abscess,Clinical,0,0,"[Treatment, Isolation]",36.2293505,-0.1949032,1
2026-04-02,2026-04-02,Nyandarua,Kinangop,Engineer,Village/Farm,Sheep,Extensive,No,0,1,Helminthiasis,Post Mortem,0,0,[Treatment],36.6206952,-0.6854091,0
2026-04-02,2026-04-02,Kajiado,Kajiado Central,Matapato South,Village/Farm,Goats,Extensive,No,0,0,Orf,Clinical,0,1000,[Vaccination],36.8292327,-2.5294534,10
2026-04-02,2026-04-02,Lamu,Lamu West,Bahari,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],40.6890765,-2.3846923,1
2026-04-02,2026-04-01,Nyandarua,Ol Kalou,Karau,Crush,Cattle,Intensive,No,0,0,Retained placenta,Clinical,0,0,[Treatment],36.3777761,-0.2743007,1
2026-04-02,2026-04-02,Makueni,Mbooni,Waia-Kako,Village/Farm,Goats,Intensive,No,0,0,Abscess,Clinical,0,0,[Treatment],37.5869163,-1.6620122,1
2026-04-02,2026-02-02,West Pokot,Pokot South,Chepareria,Village/Farm,Sheep,Extensive,No,0,2,Peste des Petit Ruminants (PPR),Clinical,0,60,"[Treatment, Vaccination]",35.11329,1.247046666666667,8
2026-04-02,2026-03-28,Turkana,Loima,Lokiriama/Lorengippi,Village/Farm,Goats,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Vector Control],34.8770731,2.7573745,164
2026-04-02,2026-03-26,Isiolo,Isiolo,Bulla Pesa,Village/Farm,Dogs,Intensive,No,0,0,Rabies,Clinical,0,0,"[Vaccination, Treatment, Isolation]",37.5939831,0.355862,2
2026-04-02,2026-04-04,Makueni,Mbooni,Kiteta/Kisau,Crush,Cattle,Extensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,2,"[Treatment, Isolation]",37.5109397,-1.5378459,1
2026-04-02,2026-03-29,Turkana,Loima,Lokiriama/Lorengippi,Village/Farm,Goats,Extensive,No,0,0,Orf,Clinical,0,0,"[Treatment, Quarantine]",34.8770731,2.7573745,120
2026-04-01,2026-04-01,Busia,Teso South,Ang'Orom,Village/Farm,Sheep,Mixed,No,0,1,Helminthiasis,Clinical,0,0,"[Treatment, Vector Control]",34.1073429,0.4626751,21
2026-04-02,2026-03-31,Turkana,Loima,Lokiriama/Lorengippi,Village/Farm,Goats,Extensive,No,0,4,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Treatment, Vaccination, Quarantine]",34.8770731,2.7573745,112
2026-04-02,2026-04-02,Kisumu,Muhoroni,Muhoroni/Koru,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Quarantine]",35.2860814,-0.1266898,1
2026-03-29,2026-03-29,Kisumu,Muhoroni,Muhoroni/Koru,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Treatment],35.2321891,-0.1626449,1
2026-04-02,2026-04-02,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Mange ,Clinical,0,0,[Isolation],39.4639585,-3.8717937,2
2026-04-02,2026-03-31,West Pokot,Pokot South,Chepareria,Village/Farm,Chicken,Mixed,No,0,5,Newcastle Disease (NCD),Clinical,0,70,"[Vaccination, Isolation]",35.238573,1.31301,25
2026-04-02,2026-04-02,Kisumu,Muhoroni,Muhoroni/Koru,Village/Farm,Cattle,Intensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Quarantine]",35.213034,-0.1645715,1
2026-04-02,2026-03-31,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.502245,-0.2688783333333333,1
2026-04-02,2026-04-02,Makueni,Kaiti,Kilungu,Abattoir,Cattle,Unknown,No,0,0,Calcified Cyst,Post Mortem,0,0,[Other],37.3606159,-1.7915733,0
2026-04-02,2026-04-02,Kwale,Kinango,Mwavumbo,Abattoir,Sheep,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],39.4689838,-3.869318,0
2026-03-31,2026-03-31,Busia,Matayos,Burumba,Village/Farm,Dogs,Mixed,No,0,1,Parvovirus,Clinical,0,0,"[Vaccination, Isolation]",34.1176723,0.4543193,3
2026-01-13,2026-01-13,Marsabit,Saku,Marsabit Central,Village/Farm,Sheep,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Vaccination],37.9899318,2.3455768,1
2026-04-02,2026-02-12,West Pokot,Pokot South,Tapach,Village/Farm,Cattle,Mixed,No,0,5,Black Quarter,Clinical,0,200,[Vaccination],35.415284666667,1.26417566667,0
2026-04-02,2026-04-02,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Pneumonia,Post Mortem,0,0,[Other],39.4639585,-3.8717937,0
2026-04-02,2026-04-01,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.2981591,-0.3361495,1
2026-01-12,2026-01-12,Marsabit,North Horr,Dukana,Crush,Camel,Extensive,No,0,1,Haemorrhagic septicemia,Clinical,0,0,[Treatment],38.545906,3.6093154,3
2026-04-02,2026-04-02,Kwale,Kinango,Mwavumbo,Abattoir,Cattle,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],39.4639585,-3.8717937,0
2026-04-02,2026-04-02,Kisii,Bomachoge Chache,Boochi/Tendere,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Vaccination, Isolation, Quarantine]",0.0,0.0,0
2026-04-02,2026-04-02,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Intensive,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],36.2903662,-0.2820938,1
2026-04-03,2026-04-03,Bomet,Chepalungu,Kong'Asis,Village/Farm,Cattle,Extensive,No,0,1,Anthrax,Clinical,0,0,[Other],0.0,0.0,1
2026-04-03,2026-04-02,Nyandarua,Kipipiri,Geta,Village/Farm,Cattle,Unknown,No,0,0, Diarrhea ,Clinical,0,0,[Treatment],36.55251666666666,-0.3776466666666666,1
2026-04-03,2026-04-02,Busia,Matayos,Busibwabo,Village/Farm,Cattle,Intensive,No,0,0,Trypanosomiasis,Clinical,1,0,[Treatment],0.0,0.0,1
2026-04-03,2026-04-03,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Cattle,Mixed,No,0,0,0,Clinical,0,0,[Treatment],36.2334197,-0.1596677,1
2026-03-31,2026-03-31,Bungoma,Mt. Elgon,Kaptama,Village/Farm,Chicken,Intensive,No,0,0,Coccidosis,Clinical,0,0,[Treatment],34.854212,0.8963252,5
2026-04-03,2026-04-03,Makueni,Kaiti,Kilungu,Abattoir,Cattle,Unknown,No,0,0,Hydatid ,Post Mortem,0,0,[Other],37.3615202,-1.7920844,0
2026-04-01,2026-04-01,Bungoma,Mt. Elgon,Kaptama,Village/Farm,Goats,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.9852321,0.9563528,2
2026-04-02,2026-04-02,Kwale,Lungalunga,Dzombo,Village/Farm,Cattle,Mixed,No,0,0,Poisoning,Clinical,0,0,[Treatment],39.2409601,-4.4615392,1
2026-04-03,2026-04-03,Bungoma,Mt. Elgon,Kaptama,Village/Farm,Cattle,Extensive,No,0,1,Poisoning,Clinical,0,0,[Isolation],34.4858565,0.8425856,0
2026-04-03,2026-04-02,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Intensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.53654833333334,-0.3640266666666666,1
2026-04-02,2026-04-02,Nakuru,Subukia,Waseges,Village/Farm,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Vector Control],0.0,0.0,1
2026-04-03,2026-04-01,Nyandarua,Kinangop,Murungaru,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Isolation, Vector Control]",36.5332664,-0.5867876,1
2026-04-02,2026-04-02,Bungoma,Mt. Elgon,Kaptama,Village/Farm,Sheep,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],34.4578965,0.8654712,2
2026-04-03,2026-04-03,Lamu,Lamu West,Hongwe,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Isolation]",40.6284974,-2.3268592,1
2025-09-21,2025-09-21,Garissa,Garissa Township,Iftin,Village/Farm,Goats,Extensive,No,0,5,Coccidosis,Clinical,0,0,[Treatment],39.7489933,-0.5877426,9
2026-04-03,2026-04-03,Kisumu,Muhoroni,Chemelil,Village/Farm,Cattle,Extensive,No,0,0,Enterotoxaemia,Clinical,0,0,[Treatment],35.1895997,-0.0792899,1
2026-04-03,2026-03-31,Garissa,Dadaab,Dertu,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,6500,"[Vaccination, Quarantine, Isolation]",39.9598959,0.2052111,1
2025-11-05,2025-11-05,Bomet,Chepalungu,Kong'Asis,Village/Farm,Cattle,Extensive,No,0,0,Rabies,Clinical,0,0,[Quarantine],0.0,0.0,1
2026-04-03,2026-04-03,Kisumu,Muhoroni,Chemelil,Village/Farm,Sheep,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",35.1895997,-0.0792899,3
2026-03-30,2026-03-25,Kitui,Kitui East,Chuluni,Village/Farm,Cattle,Intensive,No,0,1,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",38.04136333333334,-1.421508333333333,1
2026-04-03,2026-04-02,Busia,Matayos,Burumba,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2026-04-03,2026-04-03,Kisumu,Muhoroni,Chemelil,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",35.1895997,-0.0792899,2
2026-03-23,2026-03-19,Kitui,Kitui East,Nzambani,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",38.04132833333333,-1.42113,1
2026-03-29,2026-03-19,Kwale,Matuga,Kubo South,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.3133271,-4.3580938,4
2026-03-26,2026-03-22,Kitui,Kitui East,Nzambani,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",38.04149,-1.421595,1
2026-04-04,2026-04-03,Trans Nzoia,Kiminini,Nabiswa,Village/Farm,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.9284372,0.9103142,1
2026-03-27,2026-03-24,Kitui,Kitui East,Chuluni,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",38.03940333333333,-1.41961,2
2026-03-29,2026-03-25,Kwale,Matuga,Kubo South,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.2539468,-4.3339503,2
2026-04-04,2026-04-04,Kwale,Lungalunga,Dzombo,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,5,[Treatment],39.23897416962088,-4.476575579980321,2
2026-04-04,2026-04-04,Kwale,Lungalunga,Dzombo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,9,"[Treatment, Vector Control]",39.2954444201111,-4.532053977426101,1
2026-04-04,2026-04-04,Kwale,Lungalunga,Dzombo,Village/Farm,Cattle,Mixed,No,0,0,Animal bites,Clinical,0,0,[Treatment],39.23983542360526,-4.495343271577734,1
2026-03-30,2026-03-25,Kitui,Kitui East,Chuluni,Village/Farm,Cattle,Intensive,No,0,1,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",38.04161333333333,-1.421531666666667,1
2026-04-03,2026-04-03,Kwale,Kinango,Mwavumbo,Abattoir,Camel,Unknown,No,0,0,Pneumonia,Post Mortem,0,0,[Other],39.4620172,-3.8691328,0
2026-04-04,2026-04-02,Elgeyo/Marakwet,Marakwet West,Cherang'Any/Chebororwa,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],35.3265633,1.0330185,1
2026-04-04,2026-04-04,Kwale,Matuga,Tiwi,Village/Farm,Goats,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.5954219,-4.2122064,5
2026-04-04,2026-04-03,Nyandarua,Kinangop,Murungaru,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.4366054,-0.49926,1
2026-04-03,2026-04-04,Kwale,Matuga,Tsimba Golini,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],39.4989855,-4.125708,1
2026-04-03,2026-04-03,Kwale,Kinango,Mwavumbo,Abattoir,Sheep,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],39.4689908,-3.8693248,0
2026-02-25,2026-02-25,Makueni,Makueni,Muvau/Kikuumini,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Vector Control, Isolation]",37.6817266,-1.8639308,4
2026-04-02,2026-03-29,Marsabit,Moyale,Golbo,Village/Farm,Goats,Extensive,No,0,6,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],39.171518,3.446285,8
2026-04-03,2026-04-03,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Goat Pox,Clinical,0,0,"[Treatment, Isolation]",39.4689903,-3.8693289,3
2026-04-03,2026-03-16,Garissa,Balambala,Balambala,Abattoir,Sheep,Extensive,No,0,0,Sheep Pox,Clinical,0,0,[No Action],0.0,0.0,2
2026-03-26,2026-03-26,Makueni,Makueni,Kathonzweni,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Vector Control, Isolation]",0.0,0.0,1
2026-04-04,2026-04-04,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],39.4689896,-3.8693249,0
2026-04-04,2026-04-04,Makueni,Makueni,Muvau/Kikuumini,Village/Farm,Cattle,Mixed,No,0,2,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Isolation, Vector Control]",37.6654351,-1.8565249,1
2026-04-04,2026-03-09,Garissa,Lagdera,Goreale,Village/Farm,Sheep,Extensive,No,0,4,Peste des Petit Ruminants (PPR),Clinical,0,8,"[Treatment, Vaccination]",39.769436,0.332982,10
2026-04-04,2026-04-04,Kisumu,Muhoroni,Chemelil,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Treatment],35.2033406,-0.106981,2
2026-04-04,2026-04-04,Kwale,Kinango,Mwavumbo,Abattoir,Sheep,Unknown,No,0,0,Pneumonia,Post Mortem,0,0,[Other],39.4689885,-3.8693246,0
2026-04-02,2026-03-27,Marsabit,Moyale,Heillu/Manyatta,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.08868368,3.52462858,4
2026-04-04,2026-03-14,Garissa,Lagdera,Goreale,Village/Farm,Goats,Extensive,No,0,2,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Vaccination, Treatment]",39.769436,0.3329,6
2026-04-04,2026-03-01,Garissa,Balambala,Balambala,Village/Farm,Sheep,Extensive,No,0,0,Sheep Pox,Clinical,0,0,[No Action],39.442692,0.179541,2
