Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457383,-0.4252664,0
2020-03-11,2020-03-08,Samburu,Samburu West,Maralal,Crush,Cattle,Mixed,No,1,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],0.0,0.0,0
2020-03-07,2020-03-06,Makueni,Makueni,Kathonzweni,Market,Chicken,Mixed,No,2,0,Coccidosis,Clinical,0,0,[Treatment],37.731575,-1.9161606,0
2020-03-10,2020-03-08,Mandera,Mandera North,Rhamu,Village/Farm,Goats,Intensive,No,1,0,Teat Injury,Clinical,0,0,"[Treatment, Other]",41.2260372,3.9303945,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Vaccination],36.945741,-0.4252595,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457328,-0.425249,0
2020-03-11,2020-03-11,Mandera,Mandera North,Rhamu,Clinic,Goats,Extensive,No,1,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Treatment],41.2260372,3.9303945,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,0,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9468859,-0.4255179,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457321,-0.4252472,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.945744,-0.425254,0
2020-03-07,2020-03-04,Garissa,Dadaab,Dadaab,Village/Farm,Goats,Extensive,No,6,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],0.0577,40.3086,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457333,-0.4252485,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control, Vaccination]",36.945769,-0.425268,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.94561,-0.424932,0
2020-03-08,2020-03-05,Kilifi,Malindi,Malindi Town,Village/Farm,Chicken,Extensive,No,0,3,Coryza,Clinical,0,0,[Treatment],40.1047859,-3.2159554,0
2020-03-11,2020-03-11,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457399,-0.425258,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457445,-0.4252672,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457469,-0.42521,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine]",36.9457395,-0.4252653,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457443,-0.4252131,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457423,-0.4252121,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Vector Control],36.9457257,-0.4252457,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457354,-0.4252429,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457429,-0.4252557,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457417,-0.4252828,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457406,-0.4252586,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457446,-0.4252587,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Intensive,No,2,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457442,-0.4252499,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457325,-0.4252509,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,12,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457415,-0.4252556,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457464,-0.4252747,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457409,-0.4252521,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Mixed,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457401,-0.4252581,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.94574,-0.4252452,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,2,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457404,-0.4252596,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457286,-0.4252429,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457297,-0.4252412,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Intensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457402,-0.4252592,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Intensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457427,-0.4252558,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,No,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457382,-0.42526,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control, Vaccination]",36.9457286,-0.425243,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Mixed,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457419,-0.4252547,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457401,-0.425259,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Mixed,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457258,-0.4252309,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,9,3,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457334,-0.4252479,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.94563,-0.424976,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457402,-0.4252579,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Mixed,Yes,0,0,Rift Valley Fever (RVF),Clinical,14,0,[Quarantine],36.9457391,-0.4252552,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9482294,-0.4250382,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457427,-0.4252613,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457677,-0.4252671,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,2,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457566,-0.4252743,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,2,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457758,-0.425273,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,No,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457718,-0.4252842,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control, Vaccination]",36.9457331,-0.4252484,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457402,-0.4252584,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Intensive,Yes,0,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-07,2020-03-11,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Intensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.945744,-0.4252543,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457411,-0.4252511,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457287,-0.4252431,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Mixed,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457336,-0.4252366,0
2020-03-07,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457405,-0.4252588,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457454,-0.4252637,0
2020-03-11,2020-03-11,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Intensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457401,-0.4252447,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,2,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457418,-0.4252566,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457411,-0.4252588,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,2,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Clinic,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457391,-0.4252567,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Intensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457401,-0.4252584,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457352,-0.4253188,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Mixed,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457358,-0.4252456,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,No,2,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457504,-0.4252546,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457418,-0.4252541,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457321,-0.4252475,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9468859,-0.4255179,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Vaccination],36.9457406,-0.4252493,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457381,-0.425255,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457322,-0.4252502,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.94561,-0.424932,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,11,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.9457386,-0.4252669,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Mixed,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457325,-0.42525,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Intensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457411,-0.4252541,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Clinic,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457428,-0.4252594,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,2,9,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457312,-0.4252489,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457452,-0.4252624,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Treatment, Quarantine, Stamping Out]",36.94573352116807,-0.4252478946004298,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457442,-0.4252522,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457322,-0.4252501,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,No,31,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457425,-0.4252562,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457463,-0.4252654,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9457417,-0.4252565,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,Yes,0,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457399,-0.4252582,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9489732,-0.4200789,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,"[Vaccination, Quarantine, Vector Control]",36.9457379,-0.4252347,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,0,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457409,-0.4252604,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Mixed,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",36.94655,-0.4229226,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457415,-0.4252519,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.9468305,-0.4255618,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,11,9,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Vector Control]",0.0,0.0,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,3,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457417,-0.4252553,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.945741,-0.4252574,0
2020-03-11,2020-03-09,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",0.0,0.0,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Extensive,Yes,14,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9489739,-0.4200808,0
2020-03-12,2020-03-02,Embu,Runyenjes,Central Ward,Village/Farm,Dogs,Extensive,No,1,0,Rabies,Clinical,1,0,"[Vaccination, Quarantine]",36.9457314,-0.4252492,0
2020-03-11,2020-03-11,Machakos,Matungulu,Kyeleni,Village/Farm,Cattle,Mixed,No,5,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Quarantine]",36.9457677,-0.4252746,0
2020-03-12,2020-03-09,Machakos,Kathiani,Mitaboni,Village/Farm,Cattle,Intensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Quarantine, Treatment]",36.9499088,-0.4212514,0
2020-03-09,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9489736,-0.42008,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Animal bites,Clinical,0,0,"[Treatment, Other]",36.9457399,-0.4252583,0
2020-03-12,2020-03-04,Machakos,Mwala,Masii,Village/Farm,Cattle,Intensive,No,0,2,Anthrax,Clinical,0,5,"[Treatment, Other]",36.9457415,-0.4252554,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Rabies,Clinical,0,0,[Other],36.9457402,-0.425259,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Animal bites,Clinical,0,0,"[Treatment, Other]",36.9457328,-0.425238,0
2020-03-12,2020-03-06,Embu,Mbeere South,Mavuria,Crush,Cattle,Extensive,No,5,0,Foot and Mouth Disease (FMD),Clinical,0,195,[Vaccination],36.9457411,-0.4252587,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Animal bites,Clinical,0,0,"[Treatment, Other]",36.9457391,-0.4252565,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Extensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457333,-0.4252496,0
2020-03-12,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Dogs,Extensive,No,1,0,Rabies,Clinical,1,0,"[Vaccination, Quarantine]",0.0,0.0,0
2020-03-12,2020-03-04,Machakos,Mwala,Masii,Village/Farm,Cattle,Intensive,No,0,2,Anthrax,Clinical,0,5,"[Treatment, Other]",36.9457597,-0.4252794,0
2020-03-12,2020-03-06,Embu,Mbeere South,Mavuria,Crush,Cattle,Extensive,No,5,0,Foot and Mouth Disease (FMD),Clinical,0,195,[Vaccination],36.9457413,-0.4252592,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Cattle,Intensive,Yes,5,0,Rift Valley Fever (RVF),Clinical,0,0,"[Quarantine, Other]",36.945745,-0.4252675,0
2020-03-12,2020-03-02,Embu,Runyenjes,Central Ward,Village/Farm,Dogs,Extensive,No,1,0,Rabies,Clinical,1,0,[Vaccination],36.9457401,-0.4252582,0
2020-03-12,2020-03-04,Machakos,Mwala,Masii,Village/Farm,Cattle,Intensive,No,0,2,Anthrax,Clinical,0,5,"[Treatment, Vaccination, Other]",36.9457458,-0.4252586,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Animal bites,Clinical,0,0,"[Treatment, Other]",36.9457455,-0.4252458,0
2020-03-12,2020-02-27,Machakos,Machakos Town,Mua,Village/Farm,Cattle,Extensive,No,2,0,Animal bites,Clinical,0,0,"[Treatment, Other]",36.9468859,-0.4255179,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Sheep,Intensive,Yes,12,0,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457414,-0.4252599,0
2020-03-12,2020-03-04,Machakos,Mwala,Masii,Village/Farm,Cattle,Intensive,No,0,2,Anthrax,Clinical,0,5,"[Treatment, Other]",36.9457377,-0.4252652,0
2020-03-10,2020-03-06,Embu,Mbeere South,Mavuria,Crush,Cattle,Extensive,No,5,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Vaccination, Quarantine]",36.9457411,-0.4252589,0
2020-03-11,2020-03-07,Embu,Runyenjes,Central Ward,Village/Farm,Goats,Extensive,No,12,9,Rift Valley Fever (RVF),Clinical,0,0,[Quarantine],36.9457444,-0.4252774,0
2020-03-12,2020-03-04,Machakos,Mwala,Masii,Village/Farm,Cattle,Intensive,No,0,2,Anthrax,Clinical,0,5,"[Treatment, Other]",36.945752,-0.4252618,0
2020-03-12,2020-03-02,Embu,Runyenjes,Central Ward,Village/Farm,Dogs,Extensive,No,1,0,Rabies,Clinical,1,0,"[Vaccination, Quarantine]",36.9457402,-0.4252584,0
